date,count,change,change_in_percentage
2016-06-07 04:00:00,1.0,,
2016-07-01 00:00:00,1.0,0.0,0.0
2016-08-01 00:00:00,1.0,0.0,0.0
2016-09-01 00:00:00,2.0,1.0,50.0
