country_code,SH.H2O.SAFE.ZS,IC.WRH.DURS,IC.BUS.EASE.XQ,IC.REG.DURS,IQ.WEF.CUST.XQ,IC.REG.COST.PC.ZS,name,IT.CEL.SETS.P2,SH.STA.ACSN.UR,SP.URB.TOTL.IN.ZS,ST.INT.ARVL,IQ.WEF.PORT.XQ,BX.KLT.DINV.WD.GD.ZS,IC.IMP.COST.CD,BG.GSR.NFSV.GD.ZS,NE.CON.PETC.ZS,IC.ELC.TIME,IC.BUS.DISC.XQ,NE.CON.PRVT.PC.KD.ZG,IT.NET.USER.P2,NE.CON.PRVT.KD.ZG,IC.EXP.COST.CD,IC.LGL.CRED.XQ,IC.REG.PROC,IC.IMP.DURS,FP.CPI.TOTL.ZG,SP.URB.GROW,IC.TAX.TOTL.CP.ZS,SP.POP.TOTL,TX.VAL.OTHR.ZS.WT,SP.POP.1564.TO.ZS,SL.GDP.PCAP.EM.KD,NY.GNP.PCAP.CD,IC.ISV.DURS,TX.VAL.TECH.CD,Ease.Of.Doing.Business,ST.INT.ARVL.Categorical,SP.POP.TOTL.Categorical,Num.Starbucks.Stores,Num.Starbucks.Stores.Categorical,Starbucks.Store.Density,Starbucks.Store.Density.Categorical,Num.Starbucks.Stores.On.Airports,Exists.In.Multiple.Cities,Ownership.Type.Mixed,continent,MultipleBrands
AR,99.1,341.0,121.0,25.0,2.05562960147858,9.7,Argentina,143.90779684665,96.2,91.751,5931000.0,3.82892558097839,2.05406979401888,2320.0,5.45031827580552,65.6650961274551,92.0,7.0,3.9686854098955697,69.40092102179,5.0251328864601,1770.0,2.0,14.0,30.0,1.716046004332363,1.17133810183968,137.4,43416755.0,48.999475513475296,63.8792489212978,31734.80078125,12460.0,2.8,1427075645.0,Low,M,H,105,H,0.24184211832505675,M,0,True,False,South America,False
IN,94.1,191.5,130.0,29.0,4.2647240885152105,13.5,India,78.8413634784012,62.6,32.747,7679000.0,4.207172307712121,2.13200399202502,1462.0,14.3871630753569,57.9523957633004,90.1,7.0,4.9404349903359,26.0,6.23569955695278,1332.0,6.0,12.9,21.1,5.87242659466756,2.3795810403323903,60.6,1311050527.0,70.2854092785034,65.5957625041251,14681.1298828125,1590.0,4.3,13750546786.0,Low,M,VH,85,H,0.006483350431542903,VL,4,True,False,Asia,False
PE,86.7,174.0,50.0,26.0,3.8143989478999902,9.8,Peru,109.86690581902799,82.5,78.609,3215000.0,3.64610388441519,3.57197563790474,1010.0,7.19710649532563,63.5229073273413,67.0,9.0,2.06262089840558,40.9,3.39230533700918,890.0,8.0,6.0,17.0,3.55539624684232,1.70741862973094,35.9,31376670.0,5.08591771395399,65.2792377266294,22259.0703125,6200.0,3.1,195064245.0,Medium,M,H,84,H,0.26771483398333856,M,0,True,False,South America,False
TR,100.0,103.0,55.0,7.5,3.7822415527544506,16.6,Turkey,96.0213486130337,98.3,73.39699999999998,39811000.0,4.48851984369824,2.3528966930059503,1235.0,9.640903350127893,68.6535711648425,63.0,9.0,2.98364698666565,53.7449791423583,4.50075100346041,990.0,3.0,8.0,14.0,7.670853648458801,2.15419390175508,40.9,78665830.0,7.12245120488495,66.790794681757,56665.62109375,9950.0,4.5,2323079468.0,Medium,VH,VH,318,VH,0.4042415874846805,H,8,True,False,Asia,False
US,99.2,80.6,7.0,5.6,4.88633307476574,1.1,United States,117.586744410658,100.0,81.617,75011000.0,5.72790978955242,2.11419225813613,1289.0,6.906520734723519,68.3785743307682,89.6,7.4,2.29832425129027,74.55,3.10393100230088,1224.0,11.0,6.0,5.4,0.11862713555231698,0.992929627258756,43.9,321418820.0,43.6964817572599,66.2635851599661,109314.1015625,54960.0,1.5,154353963992.0,VeryHigh,VH,VH,13479,VH,4.193593890986222,VH,184,True,True,North America,True
AZ,87.0,203.0,63.0,3.0,3.20245570720079,1.2,Azerbaijan,111.28263171802,91.6,54.62,2160000.0,4.25990581881622,7.630251081374959,3450.0,24.72675607787,55.81164297239661,87.0,10.0,1.5536051901175425,77.0,2.68041430859638,3460.0,2.0,2.0,25.0,4.1719657260102885,1.69837546048341,39.8,9651349.0,13.0014535163044,72.4553638068118,34885.98828125,6560.0,1.5,32605511.0,Medium,L,M,4,L,0.04144498349401726,L,0,True,False,Europe,False
KW,99.0,216.0,101.0,31.0,3.4955462948135696,2.3,Kuwait,231.763194665177,100.0,98.342,13053279.411764706,3.97652574155642,0.252321313899053,1250.0,26.4618534156616,28.234627105431,64.0,4.0,-1.53420503916233,82.0791147627883,2.83417481290506,1085.0,2.0,12.0,20.0,3.27170248115385,3.65276650738016,13.0,3892115.0,49.882481548226096,75.7057795054874,158302.296875,40930.0,4.2,5333902.0,Low,H,L,100,H,2.569297155916513,VH,2,True,False,Asia,False
AD,100.0,169.3044117647059,55.64705882352941,15.739705882352943,4.414026663961565,8.280882352941177,Andorra,88.12353304508959,100.0,85.115,2363000.0,4.633316158977334,5.21891429215097,1283.2205882352941,27.282444194690342,56.40002387696422,78.39117647058822,6.608823529411764,1.5536051901175425,96.91,2.68041430859638,1184.5985294117647,5.573529411764706,6.489705882352942,14.383823529411766,1.716046004332363,-3.83656183110664,40.336764705882366,70473.0,34.843722142345264,67.67784916750546,65623.96818273207,25603.030303030304,2.3507462686567164,16200929.0,,L,VL,1,VL,1.4189831566699302,VH,0,False,False,Europe,False
PT,100.0,113.0,23.0,2.5,4.993646566795579,2.2,Portugal,110.411663924289,99.6,63.468,9092000.0,5.30474239696156,-0.661324738335291,925.0,21.1057292783822,65.8723443934147,52.0,6.0,3.14404395121922,68.6329,2.6242708819250296,780.0,2.0,3.0,13.0,0.4872719272368111,0.3810493064010301,41.0,10348648.0,28.845722050093197,65.1552111668212,56078.078125,20530.0,2.0,1902608832.0,High,M,M,11,M,0.1062940782216189,M,2,True,False,Europe,False
PL,98.3,156.0,25.0,30.0,4.35851422784409,12.2,Poland,148.706552821045,97.5,60.539,16000000.0,4.02132478290134,1.54870623279037,1025.0,16.029836156531598,58.655883457302295,133.0,7.0,3.05724009885724,67.997,3.0240523562811603,1050.0,7.0,4.0,14.0,-0.9913003663003628,-0.0801000106658284,40.3,37999494.0,48.204762780433995,69.52039576301479,53736.69140625,13370.0,3.0,13444666348.0,High,H,H,49,H,0.1289490854799277,M,0,True,False,Europe,False
PH,91.8,98.0,103.0,29.0,3.45361617088318,16.1,Philippines,118.12554373554701,77.9,44.37300000000001,4833000.0,3.22093564033508,1.96058055211356,915.0,17.8415678326284,73.09195094322601,42.0,2.0,4.5221728317741,40.7,6.16762807986558,755.0,3.0,16.0,15.0,1.4336917562724,1.3031718818556,42.9,100699395.0,72.53042502619151,63.47181926961921,16456.279296875,3540.0,2.7,26192288870.0,Low,M,VH,293,VH,0.29096500530117386,M,4,True,False,Asia,False
CN,95.5,244.3,84.0,31.4,4.21926270674083,0.7,China,93.1614208936838,86.6,55.614,55622000.0,4.54880485442716,2.2993623318512904,800.0,6.95200426228442,37.4488163147878,143.2,10.0,8.581721655511231,50.3,9.13287760462384,823.0,4.0,11.0,24.0,1.4425553838224798,2.6968375359099994,67.8,1371220000.0,43.9481119774895,73.21719297305549,21630.080078125,7820.0,1.7,558605991980.0,Medium,VH,VH,2563,VH,0.1869138431469786,M,8,True,True,Asia,False
CW,97.10735294117646,169.3044117647059,55.64705882352941,15.739705882352943,4.414026663961565,8.280882352941177,Curacao,114.152727361169,93.0739130434783,89.331,452000.0,4.633316158977334,5.21891429215097,1283.2205882352941,27.282444194690342,56.40002387696422,78.39117647058822,6.608823529411764,1.5536051901175425,70.17643580788827,2.68041430859638,1184.5985294117647,5.573529411764706,6.489705882352942,14.383823529411766,1.716046004332363,1.2473077662438998,40.336764705882366,158040.0,49.095511379754285,66.1825792128649,65623.96818273207,25603.030303030304,2.3507462686567164,30761610197.38806,,VL,VL,3,VL,1.8982536066818527,VH,0,False,False,South America,False
BS,98.4,180.0,106.0,28.5,4.414026663961565,10.9,"Bahamas, The",80.29307261791409,92.0,82.874,1427000.0,4.633316158977334,0.8562879341576421,1770.0,45.112476943694,70.00738693058821,67.0,2.0,-0.393859845574354,78.0,0.89719699201703,1005.0,6.0,8.0,13.0,1.50446439884784,1.37585537599846,33.7,388019.0,7.593576456696909,70.7983371948281,45522.6796875,21310.0,3.0,0.0,Low,L,VL,10,M,2.5771933848600197,VH,1,False,False,North America,False
KH,75.5,652.0,127.0,87.0,3.06467625046991,78.7,Cambodia,133.000347833098,88.1,20.723000000000006,4503000.0,3.70597026241813,9.423672629851849,930.0,33.928059752326796,79.0245381245988,179.0,5.0,6.067105006519611,19.0,7.79540636995633,795.0,11.0,7.0,24.0,1.22127006080708,2.6299639227872698,21.0,15577899.0,8.55281657225255,64.27977867875511,5475.60009765625,1070.0,6.0,30874012.0,Low,M,M,3,VL,0.01925805270659413,VL,1,False,False,Asia,False
FR,100.0,183.0,27.0,4.0,4.75982819607383,0.8,France,102.613158472136,98.6,79.52,83767000.0,5.28086048427381,1.82445062255562,1445.0,19.4946413209084,55.1424210409176,71.0,9.0,1.07430512479401,84.6945,1.5492237629050702,1335.0,4.0,5.0,11.0,0.0378037334443199,0.759686266319713,62.7,66808385.0,55.7270825360301,62.395955794630794,89700.703125,40580.0,1.9,132183573785.0,High,VH,VH,125,H,0.1871022626875354,M,9,True,True,Europe,False
ES,100.0,205.0,33.0,14.0,4.56322118639946,5.2,Spain,107.895185390203,99.8,79.579,64995000.0,5.65258103609085,1.92756936578596,1400.0,15.2357368774215,57.55214162173161,107.0,5.0,3.239957838576,78.6896,3.1008863923812697,1310.0,5.0,7.0,9.0,-0.501190518268432,0.147079371797633,50.0,46418269.0,34.289229361501306,66.3288553181877,82548.1171875,28520.0,1.5,14240904065.0,Medium,VH,H,99,H,0.21327809531199882,M,7,True,False,Europe,False
PR,97.10735294117646,165.0,57.0,6.0,5.1,1.3,Puerto Rico,87.09082845976879,99.3,93.6,3246000.0,5.4,5.21891429215097,1350.0,27.282444194690342,56.40002387696422,32.0,7.0,1.5536051901175425,79.46876882531001,2.68041430859638,1300.0,10.0,6.0,15.0,1.716046004332363,-1.77072920142838,65.8,3474182.0,34.843722142345264,66.6558881071492,113956.203125,25603.030303030304,2.5,30761610197.38806,Medium,M,L,24,M,0.690810095729009,H,1,True,True,North America,True
IE,97.9,149.5,17.0,6.0,5.662353540721692,0.2,Ireland,103.705486268251,89.1,63.24100000000001,8813000.0,5.32694156546342,85.4814803011095,1121.0,126.93895334558701,44.187234010697786,85.0,9.0,2.94618095194087,80.1224,3.4696491468825696,1160.0,7.0,4.0,9.0,-0.294599018003272,0.965245306284446,25.9,4640703.0,73.92138432425779,65.079935543936,103879.8984375,46680.0,0.4,27633248893.0,High,M,M,71,H,1.5299406146008483,VH,1,True,False,Europe,False
BG,99.4,110.0,38.0,18.0,3.80427816708883,0.7,Bulgaria,129.27171496494802,86.8,73.94800000000002,7311000.0,3.90517836183174,3.62359194741346,1365.0,25.667288408657498,60.930601128938996,130.0,10.0,1.39790952181222,56.6563,0.7529801565825379,1375.0,9.0,4.0,17.0,-0.104872332816556,-0.201681158162558,27.0,7177991.0,28.020760666350398,65.8285064995643,40287.21875,7220.0,3.3,1107680340.0,Medium,M,M,5,L,0.06965737349071627,L,0,True,False,Europe,False
CH,100.0,156.0,26.0,10.0,5.20602681019923,2.0,Switzerland,142.01424754904,99.9,73.91199999999998,9158000.0,4.622662930722,18.009203114598602,1440.0,30.4302283166471,54.4001463114966,39.0,0.0,-0.137676713180397,87.97,1.06144205010071,1660.0,6.0,6.0,8.0,-1.1439150688469095,1.2856678658809098,28.8,8286976.0,49.54615141507179,67.1827980001116,93490.6328125,84180.0,3.0,53257659389.0,High,M,M,60,H,0.7240276790954867,H,5,True,True,Europe,False
MY,98.2,79.0,18.0,4.0,5.192853077051,6.7,Malaysia,143.912905658171,96.1,74.705,27437000.0,5.56585090511341,3.7009010020379103,560.0,25.2114590612639,54.1140898175953,32.0,10.0,4.46788166187564,71.06406781119571,5.966703493466411,525.0,7.0,3.0,8.0,2.10438980238348,2.3592069050382203,40.0,30331007.0,35.387397982165496,69.0905512700149,54169.48046875,10570.0,1.0,57257697127.0,High,VH,H,226,VH,0.7451120894205722,H,10,True,False,Asia,False
AT,100.0,223.0,21.0,22.0,5.08408188986224,0.3,Austria,157.408263680185,100.0,65.968,25291000.0,4.01746178588202,1.53634190116866,1215.0,27.844766220161,53.1769164096792,23.0,5.0,-0.419391677947615,83.9263,0.391014696320696,1150.0,5.0,8.0,9.0,0.89656616390028,0.884836970481855,51.7,8611088.0,37.865758714444,67.0332301646914,87198.4765625,47120.0,1.1,19269819029.0,High,VH,M,18,M,0.20903281908163057,M,1,True,True,Europe,False
TT,95.1,253.0,88.0,11.5,3.07904708962287,0.7,Trinidad and Tobago,157.672735589372,91.5,8.445,412000.0,3.9988059712994506,5.82112363364598,1260.0,27.282444194690342,61.216957850267,61.0,4.0,-10.9194196050011,69.198470608693,-10.5507943412555,843.0,7.0,7.0,14.0,4.65817117272294,-0.822835823416937,32.2,1360088.0,34.843722142345264,69.808277111481,61845.41015625,18600.0,2.5,30761610197.38806,Medium,VL,L,1,VL,0.07352465428707554,L,0,False,False,North America,False
SE,100.0,116.0,8.0,7.0,5.3076898061312185,0.5,Sweden,130.379405239366,99.3,85.815,5660000.0,5.6200675707597005,3.21801431530588,735.0,26.5988548583931,45.19915622882901,52.0,8.0,1.54331380155912,90.6102,2.61948687195147,725.0,6.0,3.0,6.0,-0.0467847449833748,1.2291814372673,49.1,9798871.0,60.566325597333496,62.7731014069742,87961.296875,57810.0,2.0,14933994823.0,VeryHigh,M,M,18,M,0.18369463175910775,M,3,True,False,Europe,False
GR,100.0,124.0,60.0,13.0,4.14406855427034,2.2,Greece,113.983743958767,99.2,78.007,22033000.0,4.59361881178025,-0.148241142178137,1135.0,22.1160928943541,70.31290984956121,51.0,7.0,0.929370795720658,66.835,0.292970935045105,1040.0,3.0,5.0,14.0,-1.73590236566741,-0.209887775301411,49.6,10823732.0,11.772052243503401,64.001114781101,72823.7578125,20290.0,3.5,1137916585.0,Medium,VH,M,28,M,0.2586908101567925,M,0,True,False,Europe,False
BE,100.0,212.0,43.0,4.0,5.0350272947503605,4.8,Belgium,115.690785217498,99.5,97.858,7887000.0,6.30819797368013,-4.56263728668756,1400.0,47.73111271988829,51.48959348521149,88.0,8.0,0.812296462505202,85.0529,1.30156477711898,1240.0,4.0,3.0,8.0,0.5605939804664151,0.525036715433591,58.4,11285721.0,59.897278462808714,64.8307418795963,98644.171875,44360.0,0.9,43698592018.0,Medium,M,M,19,M,0.1683543302195757,M,3,True,False,Europe,False
DE,100.0,96.0,15.0,10.5,4.70156070455428,1.8,Germany,116.712283291961,99.3,75.301,32999000.0,5.609588206006629,1.37754006358597,1050.0,16.758742817779602,54.0269341352986,28.0,5.0,1.49031669770419,87.5898,2.0300172186103502,1015.0,6.0,9.0,7.0,0.234429944519196,0.8056404775193499,48.8,81413145.0,52.1886349007234,65.8735239308132,84050.2421875,45790.0,1.2,184283164631.0,High,VH,VH,162,VH,0.19898506561808907,M,9,True,True,Europe,False
JP,100.0,197.0,34.0,10.2,5.0341813333572905,7.5,Japan,125.053760696262,100.0,93.498,13413000.0,5.40094223330098,-0.00101584510775373,1021.3,8.22015788205914,58.589645232367296,97.7,7.0,-1.0685908134416702,93.329411063737,-1.20347117611638,829.3,4.0,8.0,11.0,0.7863802188890091,0.375046484797781,51.3,126958472.0,54.27398730379871,60.8024906891831,72523.1796875,36680.0,0.6,91529336519.0,Medium,H,VH,1214,VH,0.9562181876291013,H,20,True,True,Asia,False
JO,96.9,63.0,113.0,12.0,4.46941326748241,20.7,Jordan,179.433012213645,98.6,83.679,3990000.0,3.99527342876831,3.39785907989241,1235.0,28.7967712342621,80.4837840902537,50.0,4.0,5.750565732329428,53.4,8.29539552493755,825.0,0.0,7.0,15.0,-0.872897594209062,2.65557868256281,29.5,7594547.0,8.123122092331,60.6886757037648,41084.62109375,4680.0,3.0,80053130.0,Low,M,M,17,M,0.22384481918408036,M,4,True,False,Asia,False
BO,90.0,275.0,157.0,50.0,3.39441081682841,57.9,Bolivia,92.1838515991895,60.8,68.512,871000.0,2.07842496236165,1.5164103263377802,1745.0,13.3335328407955,62.937450052062594,42.0,1.0,3.80361129895476,45.1,5.4201237230788495,1440.0,0.0,15.0,28.0,4.0609637261445295,2.1226985356629102,83.7,10724705.0,18.7036959572463,61.089326000109104,13276.2099609375,3080.0,1.8,72885155.0,VeryLow,VL,M,4,L,0.03729706318262367,L,0,True,False,South America,False
AE,99.6,43.5,31.0,8.0,5.99922177567608,6.2,United Arab Emirates,187.34813818923598,98.0,85.541,13053279.411764706,6.47299124092085,2.96409549042215,625.0,27.282444194690342,48.0810642235606,32.0,10.0,-0.759301763726782,91.2434057753709,-0.252547226128925,665.0,2.0,6.0,7.0,1.716046004332363,1.09845912171454,15.9,9156963.0,34.843722142345264,84.92465242024021,93187.28125,43170.0,3.2,1555995856.0,High,H,M,144,VH,1.5725737889298013,VH,11,True,False,Asia,False
